sentence,label
qá nãy_giờ lướt lướt may qá không sinh_vật,phân biệt
parky cay,phân biệt
spam parky cuốt mej cali hộ,khác
namky vui hài,phân biệt
không parky namkiki bắc trung nam,ủng hộ
yêu tổ_quốc yêu đồng_bào học_tập lao_động lao_động kỉ_luật gìn vệ_sinh khiêm_tốn dũng_cảm đấy,ủng hộ
bái em,khác
bắc trung nam anh_em bọn parky bọn thực_dân,ủng hộ
culi kí bưởi,phân biệt
bọn đa gốc bắc duoi pháp đa ma,phân biệt
parky xưa nghèo_đói nam kiếm,phân biệt
đừng miệt_thị được không,ủng hộ
bắc nhiệt_tình gái thương cực,ủng hộ
tui trungky nè,khác
người gốc parky người ta bảo parky bọn đa sống lắm dơ ước được sinh miền nam người miền nam,phân biệt
đồng_nghĩa parky không giới trẻ ok khônh,phân biệt
tao bắc vợ nam,khác
yêu tổ_quốc yêu đồng_bào học_tập lao_động kỷ_luật đoàn_kết vệ_sinh khiêm_tốn dũng_cảm,ủng hộ
đời đổ_máu đất đời cháu đi phân_biệt chia_rẽ chán,khác
việt_nam anh_em miền,ủng hộ
parky khóc,phân biệt
ta cố_gắng bảo_vệ đất,khác
parky,phân biệt
ta dòng máu đứng đất đội trời cớ phân_biệt bắc trung nam,ủng hộ
miền bắc chào anh_em trung nam ta,ủng hộ
nhào đừng phân_biệt cháu hồ,ủng hộ
miền chả không,ủng hộ
hoá mãi đỉnh,khác
thằng chửi gioè sảy chiến miền nhửng đứa trẻ,khác
miền bắc đẻ miền nam,phân biệt
vtv thằng phân_biệt vùng miền phạt hành triệu,khác
đọc bình_luận buồn thay hệ học được giá_trị học khg dệ,khác
không nghĩa bận_tâm,khác
bắc trung nam miền tây bến_tre chồng bắc cưng chìu thương vợ chăm oshin,ủng hộ
parky toàn mấy thiên_tài bụng giàu tui miền nam tui yêu mấy miền bắc,khác
bắc trung nam người_người kia việt_nam,ủng hộ
toàn lũ hùa,khác
toàn cháu cali tri dai biết bố_mẹ cháu đu cháu cháu cay lắm người nhg không,phân biệt
đa dân miền nam gốc bắc sánh lol không sánh gia_phả,khác
miền bắc chào anh_em nam nha,khác
parky tiếng,phân biệt
parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương gửi chủ tus,khác
parky,phân biệt
bắc trung nam,ủng hộ
tôi không cali,phân biệt
parky,phân biệt
vụ bế phường phân_biệt vùng miền,khác
đề_nghị bọn admin tiktok to mắt sàng_lọc,khác
dân việt_nam dân_tộc dân kinh miệt_thị dân_tộc thiểu tộc tộc kia dơ nghèo ôi thấu nổi không,phân biệt
việt_nam thua iraq,khác
parky lôi trị phản_biện thực_tế văn_hoá người_người kia bắc đa,phân biệt
bắc trung nam,ủng hộ
phân_biệt cháu hồ miền nam toàn bắc,ủng hộ
trung nam bắc la nha,ủng hộ
thề chửi nhưng_mà chửi phân_biệt người ta,khác
parky sịn,phân biệt
nam_trung bắc,ủng hộ
parky namky trungky bắc trung nam việt_nam gói đi,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi,ủng hộ
chữ,khác
tame không phân biết miền miền nam đừng phân biết nx,khác
,khác
văn_hoá tiếng việt hạ tiếp bọn văn_hoá,khác
parki trurki narki,phân biệt
parky,phân biệt
chào anh_em bắc trung nam lành,ủng hộ
bắc trung nam dòng máu đất việt_nam đừng phân_biệt kiểu đấy phán_xét chất nhân,ủng hộ
bình thằng par miệt_thị nhiên kg tất,phân biệt
không pk like,phân biệt
thắc_mắc bạn gọi người naki không gọi bạn baki người bạn giãy,khác
mong công_an sử thằng vũ bọn ùa trào_lưu phân_biệt vùng miền rút học thân,ủng hộ
ọc ọc nằm miền nam miền bắc chửi,khác
mấy phân_biệt vùng miền mấy mồ_côi nha,khác
mặc_kệ lũ trẻ đấy đi đừng lải_nhải thời_gian kiểu parky namky,khác
parky,phân biệt
bắc_nam,ủng hộ
trình_độ văn_hoá phân_biệt phân_chia xấu xấu,ủng hộ
tao phân_biệt nha tao chửi dân parky,phân biệt
nam bắc 写真,ủng hộ
nhạc gì nhể,khác
vương_quốc_hoá chào anh_em,phân biệt
bọn parky trận chiến,khác
cali kh học,phân biệt
ngữ chia_rẽ đất xuất_hiện hồ đi đường cứu đấy,khác
việt_nam gọi thiểu thằng dân_tộc,khác
kiêmd view tred parky,phân biệt
chấp gì cali namkiki,phân biệt
cận huyết parky,khác
phân_biệt miền packy namky chửi học_thức trẻ xây_dựng đại dân_tộc việt_nam,ủng hộ
đừng pb được không hu_hu hu,khác
bình_luận vtv tiếng sinh_vật gương không xoá,phân biệt
nam bắc lực thể chia_cắt,ủng hộ
cali khát nhề,phân biệt
đất xíu dân chục triệu lẻ trung_quốc ấn_độ chia_rẽ_phận biệt đòi bảo_vệ đất,ủng hộ
ninh quế đăng,khác
sinh_vật,phân biệt
nameki,phân biệt
đừng tui bình_luận tui buồn lắm khóc lun bắc_nam bắc_nam,ủng hộ
bắc trung nam việt_nam,ủng hộ
parky chào miền nam,phân biệt
việt_nam,ủng hộ
vtv park bênh park,phân biệt
lý_tưởng hồ_chí_minh,khác
tất thằng,khác
khinh bọn tao ik tao chửi mày mày vui không,khác
bắc xấu xấu nam sống sương máu miền nam bắc xưa độc_lập,ủng hộ
nam bắc,ủng hộ
sinh_vật hợp_lý,khác
hồ dậy yêu tổ_quốc yêu đồng_bào,ủng hộ
gọi nam kỳ trung kỳ không,khác
party cx người thây tao,khác
án phân_biệt vùng miền chi_tiết trang,khác
parky,phân biệt
kẻ xấu xấu keo đa bắc del toán li tí,phân biệt
trung đou,khác
parky,phân biệt
party,phân biệt
parky thực_dân pháp gọi đồng_bào miền bắc hổ trợ miền nam ta gọi mỉa_mai kì_thị nam bắc,ủng hộ
nguoi co hoc thuc thi chap nhat gi bon phan dong vo hoc,khác
sống chê nam dở thói bố đời mặt vênh_váo vô_lễ bảo đấy văn_hoá,phân biệt
nam bắc,ủng hộ
khoản nghị_định nđ cp,ủng hộ
người xấu parky găp người xấu trăm,phân biệt
parky namky bắc_nam,ủng hộ
kiểm_duyệt tiktok,khác
caliky nailky,phân biệt
không miền bắc giờ miền nam bọn cambodia,phân biệt
gia kỳ nam bắc,ủng hộ
anh_em miền nam đừng gọi ta parky gọi râu đi,phân biệt
bắc trung nam,ủng hộ
bách việt văn lang vua_hùng,khác
sinh_vật,phân biệt
đất miền bắc trung nam sống giải đất chữ nghìn đô_hộ xâm_lược ôg tôi hi_sinh tương_lai độc_lập đồng độc_lập xuân,ủng hộ
em chào parky namky trungky,phân biệt
cali gì vậy,khác
hoá,phân biệt
bắc chửi nè mấy thằng phân_biệt vùng miền mõm mấy thằng nhóc ác,khác
paky,phân biệt
tr liệt_sỹ hy_sinh chiến bảo_vệ miền nam bắc bắ nam lú tưởng giải_phóng thực_dân đô_hộ,ủng hộ
lũ cali tap liền,phân biệt
ki buoi,phân biệt
miền bắc gửi ngàn yêu_thương anh_em miền nam chân,ủng hộ
nam bắc,ủng hộ
mấy bình_luận bơ đi bữa không cắn việt_nam giải_phóng hoà_bình nội_chiến phân_biệt miền,ủng hộ
tôi parky chửi,phân biệt
nam bắc,ủng hộ
,khác
bảo bình_luận pk suốt không,khác
packy thằng kph tranh_đấu bno,phân biệt
tôi hoá,khác
tổng_bí_thư miền bắc trọng said không phân_biệt miền ak pảky pảky,phân biệt
parky miền nam xưa miền nam parky đói,phân biệt
tư_tưởng đấy kiểm,ủng hộ
việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi chủ_tịch hồ_chí_minh,ủng hộ
giải_phóng rồi nam kiếm thoi bắc chết đói,phân biệt
parky độc_lập,phân biệt
phân_biệt miền sống chó_má ưa tao sống nè tham_lam kỷ,phân biệt
phân_biệt miền sống chó_má ưa tao sống nè tham_lam kỷ,phân biệt
mấy đi,khác
người bắc im_lặng khinh_bỉ,phân biệt
hà_nội sinh_sống nam nam bắc việt_nam muôn hồ_chủ_tịch muôn,ủng hộ
hâm_mộ lối sống trách_nhiệm bắc khâm_phục chí bất_khuất miền trung ta ta,ủng hộ
mảnh đất hình chữ máu đổ hôm phân_biệt bắc_nam không,ủng hộ
bình_luận toàn mồ_côi,khác
miền bắc miền trung miền nam miền việt_nam xdf phân_biệt miền,ủng hộ
đời_đời ơn lỗi cháu đấy phá báo,phân biệt
ban tuyên_giáo tw đi đi phân_biệt vùng miền,khác
tụi bây dừng đi đừng hở tí parky parky kia parky parky parky parky parky hoài,phân biệt
hào parky,phân biệt
trungnambắc mãi_mãi,ủng hộ
chiến đứa trẻ,khác
trungki ta,phân biệt
miền trung,khác
cay vậy parky,phân biệt
parky đòi_hoà,phân biệt
parky miền nam,khác
nhồi_sọ thằng câu dân việt_nam câu dám chân vô không,khác
nam bắc phân_biệt miền,ủng hộ
phân_biệt nam bắc,ủng hộ
nhắc không mấy nhắc mới viral nhắc tiếp,khác
khóc thương cko bọn mày không được mẹ dậy dỗ,khác
bầy namki nhảy cào,phân biệt
nam dieu bac ho day chẳng_lẽ quên,khác
gia_nô,phân biệt
parky phóng lợn ảo đá rồi rụt_rè không khốn_nạn yếu_ớt,phân biệt
tui bình_luận phân_biệt miền báo_cáo,ủng hộ
parky namky bắc_nam,ủng hộ
xong ngu mấy bọn nguoi đéo thức trẻ thời,khác
trời đầu mày việt bắc trời đầu mày việt_nam,khác
namkiki,phân biệt
flw,khác
parky cay,phân biệt
写真,ủng hộ
toàn bọn cali namkiki bình_luận,phân biệt
tiếng mấy bữa lướt bình_luận chia_rẽ đoàn_kết,ủng hộ
parky gì vậy,khác
namkiki,phân biệt
nội gốc_gác tụi miền nam miễn bắc,khác
culi trốn tiết dcd,phân biệt
việt phân_biệt chủng_tộc phân_biệt miền phân_biệt dân_tộc,phân biệt
không đôi_co mệt bọn tiếp_thu,khác
parky,phân biệt
chi mấy fen kinh_tế giỏi mấy câu nhò,khác
miền nam chào đồng_bào miền trung miền bắc,ủng hộ
việt_nam,ủng hộ
bao tư_tưởng phân_biệt miền dân_tộc,ủng hộ
hồ dạy yêu tổ_quốc yêu đồng_bào bọn mày dùm,ủng hộ
yêu tổ_quốc yêu đồng_bào học_tập lao_động lao_động kỉ_luật gìn vệ_sinh khiêm_tốn dũng_cảm đấy,ủng hộ
xác,khác
đời hi_sinh tổ_quốc_thống ta gọi parky namkiki đau,khác
châu_âu phân_biệt chủng_tộc châu việt_nam phân_biệt miền,khác
parky chào naky nhá,phân biệt
chiến đám nít,khác
gia_đình đàng_hoàng tào_lao huống_hồ xã_hội phân_biệt vùng miền chứng_tỏ nông_cạn tui người miền nam nha,khác
kêu parky kêu bọn senpai hả,phân biệt
parky sv,phân biệt
parky đạo_lý,phân biệt
kikiki,phân biệt
hoà_bình miền đừng phân_biệt miền việt_nam,ủng hộ
quang_vinh muôn,khác
namkikithất trận cay_cú lắm cay không dám mạng chửi thảm_hại đám yếu_đuối,phân biệt
bọn trung tôi người anh_em vui,khác
không phân_biệt miền xấu xã_hội đừng phân_biệt rô rô đồng máu đỏ da vàng,ủng hộ
ta gì chửi_rủa cắn đoàn_kết tiến,ủng hộ
công neymar hài_hước,khác
được mấy thằng đường việt_nam hô to parky không ns được dám gáy,khác
tôi miền nam thik người bắc giọng ấm cực,ủng hộ
đẹp lụa,khác
parky,phân biệt
haiz xã_hội,khác
parky,phân biệt
yêu tổ_quốc yêu đồng_bào,ủng hộ
không sinh_vật bình_luận không,phân biệt
liên_quân ghét bọn miền hễ autu thua bực,khác
miền bắc hi_sinh miền nam,khác
không việt_nam,ủng hộ
đọc bình_luận bất_lực cuộn trào thể,khác
tao miền nam nhạc miền bắc,ủng hộ
lý bắt láo nam hiền,phân biệt
bắc trung nam đất chữ khúc ruột,ủng hộ
namky nuôi lai,phân biệt
tiếng thiệt,khác
yêu việt_nam,ủng hộ
chia phe chia phái chi,khác
nam bắc đừng phân_biệt miền,ủng hộ
,khác
bắc trung nam miền tây bến_tre chồng bắc cưng chìu thương vợ chăm oshin,ủng hộ
việt_nam gia_đình trừ mấy đứa phản_động,ủng hộ
trẻ không suy vậy suy lỗi đất hi_sinh bắc trung nam đi,ủng hộ
nam bắc,ủng hộ
nam bắc,ủng hộ
parky tiếng,phân biệt
namky chào parky,phân biệt
parky cay,phân biệt
giờ đám mồ_côi bình_luận parky,khác
miền bắc gửi ngàn yêu_thương anh_em miền nam chân,ủng hộ
toàn mấy bọn mõm mạng bắc trung nam chẳng anh_em xe,khác
tụi không miền bắc tổ_tiên miền nam miền,khác
namky chào parky,phân biệt
tôi miền tây tôi ghét kêu parky bây việt_nam cháu hồ,khác
bắc trung nam,ủng hộ
bắc_nam,ủng hộ
gà mẹ hoài_đá,ủng hộ
bắc trung nam mãi_mãi,ủng hộ
nam bắc giỏi,ủng hộ
parky namky trungky cx mot nha tôi namky chao anh_em backy ngoai kia nha,phân biệt
ta người việt phân biết lm gì xưa ta dạy dân_tộc chẳng đoàn_kết dâng giặc,khác
tụi vnch nguỵ nô,phân biệt
miền trung miền bac nam viet nam mãi đỉnh,ủng hộ
tui miền nam không bao parky,khác
parky cá_rô_phi,phân biệt
đất xíu dân chục triệu lẻ trung_quốc ấn_độ chia_rẽ_phận biệt đòi bảo_vệ đất,ủng hộ
tác_hại trốn tiết_sử,khác
kệ chẳng ảnh_hưởng hoà_bình cắn chủ hơi đau chút tiêm phòng rồi,khác
bình_luận toàn parky không vậy tr,phân biệt
nam bắc,ủng hộ
hồ dạy,ủng hộ
bắc trung nam ta cội tổ_tiên thay tiếng tha tất,ủng hộ
việt_nam gia_đình trừ mấy đứa phản_động,ủng hộ
bình_luận toàn tây nội_địa,khác
bắc_nam,ủng hộ
xấu nhột,phân biệt
xưng sinh_vật miền trung,khác
thằng parky biện_minh giá_trị,khác
sinh_vật mày biết không ns không nghĩa với sinh_vật,khác
parky kia,phân biệt
bọn cali boy động bình_luận,phân biệt
công viêny,phân biệt
ảo vc người mỏ mk thơm mày dạng parky không bắc,phân biệt
buồn,khác
bắc trung nam anh_em,ủng hộ
party vui,phân biệt
đồng_tình yêu tất miền,ủng hộ
bắc_nam_thống độc_lập hoà_bình hôm đánh_đổi máu_xương dân_tộc việt_nam trân_trọng dừng phân_biệt,ủng hộ
parky cay,phân biệt
ta parky namky ta miền bắc miền nam miền trung ta việt_nam đoàn_kết,ủng hộ
bắc chào nam a_trung,khác
lướt thays parky parky tối cổ quas chả els gì,khác
cali cay cải kìa,phân biệt
đồng_bào chả kiểu,khác
bắc chả được chả được khổ giúp người,khác
parky,phân biệt
parky chả namkiki tỉnh trung hoa đại_lục cắn chi mệt,phân biệt
parky cay,phân biệt
ta yêu thuong,ủng hộ
yêu miền bắc trung nam,ủng hộ
anh_em bể,ủng hộ
hào parki phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,khác
ta anh_em phân_biệt miền,ủng hộ
bắc trung nam mấy đứa trẻ trâu mạng parky cali,khác
mấy thằng đấy việt_nam ngoại_bang nà,phân biệt
anh_em việt_nam đại_gia_đình đoàn_kết,ủng hộ
khg nc ns được vậy cx được hc đàng_hoàng,khác
việt_nam bắc sai gọi parky mãi gọi namky trungky được không kê,khác
namkiki chào ace,phân biệt
phú_quốc coi tụi parky phá nát hòn đảo chặc chém,khác
tôi không hỉu toàn bình_luận phân_biệt lun suy lệch_lạc,khác
hồ dạy yêu tổ_quốc yêu đồng_bào,ủng hộ
bắc trung nam,ủng hộ
miền nam quý_mến miền bắc,ủng hộ
